country,location_name,latitude,longitude,last_updated,temperature_fahrenheit,wind_mph,humidity,cloud,uv_index
Qatar,Doha,25.29,51.53,2024-05-16,95,11.9,35,0,8
Romania,Bucharest,44.43,26.1,2024-05-16,68,11.9,32,0,5
Russia,Moscow,55.75,37.62,2024-05-16,68,9.4,37,0,4
Rwanda,Kigali,-1.95,30.06,2024-05-16,82.4,6.9,42,50,6
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024-05-16,86,9.4,75,50,7
Saint Lucia,Castries,14,-61,2024-05-16,86,12.5,70,75,6
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024-05-16,86,20.6,75,25,7
Samoa,Apia,-13.83,-171.73,2024-05-17,80.6,8.1,89,75,1
San Marino,San Marino,43.93,12.45,2024-05-16,68,13.6,88,25,4
Belgium,'S Gravenstaffel,50.88,2.98,2024-05-16,57.2,8.1,94,100,4
Saudi Arabia,Riyadh,24.64,46.77,2024-05-16,105.8,9.4,7,0,10
Senegal,Dakar,14.67,-17.44,2024-05-16,78.8,9.4,70,50,6
Serbia,Belgrade,44.8,20.47,2024-05-16,68,26.6,56,25,4
Seychelles Islands,Victoria,-4.62,55.45,2024-05-16,82.4,6.9,84,50,7
Sierra Leone,Freetown,8.49,-13.23,2024-05-16,84.2,10.5,79,75,6
Singapore,Singapore,1.29,103.86,2024-05-16,80.6,2.2,94,75,1
Slovakia,Bratislava,48.15,17.12,2024-05-16,62.6,16.1,72,75,4
Slovenia,Ljubljana,46.06,14.51,2024-05-16,62.6,13.6,72,75,3
Solomon Islands,Honiara,-9.43,159.95,2024-05-17,78.5,8.7,89,85,1
Somalia,Mogadishu,2.07,45.37,2024-05-16,86,17.4,75,50,6
South Africa,Pretoria,-25.75,28.19,2024-05-16,78.8,4.3,23,0,8
South Korea,Seoul,37.57,127,2024-05-16,55.4,4.3,88,0,1
Sudan,Juba,12.15,24.45,2024-05-16,99.5,14.5,7,9,9
Spain,Madrid,40.4,-3.68,2024-05-16,64.4,15,39,0,5
Sri Lanka,Colombo,6.93,79.85,2024-05-16,78.8,3.8,94,75,1
Sudan,Khartoum,15.59,32.53,2024-05-16,101.1,7.6,6,4,9
Suriname,Paramaribo,5.83,-55.17,2024-05-16,87.8,5.6,75,50,7
Sweden,Stockholm,59.33,18.05,2024-05-16,71.6,11.9,35,0,5
Switzerland,Bern,46.92,7.47,2024-05-16,53.6,6.9,100,100,3
Syria,Damascus,33.5,36.3,2024-05-16,84.2,13.6,14,0,7
Tajikistan,Dushanbe,38.56,68.77,2024-05-16,78.8,9.4,54,50,4
Tanzania,Dodoma,-6.18,35.75,2024-05-16,82.4,6.9,45,75,8
Thailand,Bangkok,13.75,100.52,2024-05-16,86,6.9,79,25,1
Timor-Leste,Dili,-8.56,125.57,2024-05-16,78.4,6.3,79,85,1
Bulgaria,Lom,43.81,23.24,2024-05-16,66.2,12.5,40,0,4
Tonga,Nuku`Aloia,-21.13,-175.2,2024-05-17,73.4,11.9,94,100,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-05-16,87.8,11.9,75,25,7
Tunisia,Tunis,36.8,10.18,2024-05-16,80.6,12.5,37,25,7
Turkey,Ankara,39.93,32.86,2024-05-16,69.8,11.9,31,50,5
Turkmenistan,Ashgabat,37.95,58.38,2024-05-16,64.4,32.2,100,60,5
Tuvalu,Funafuti,-8.52,179.22,2024-05-17,82.4,2.2,84,100,1
Uganda,Kampala,0.32,32.57,2024-05-16,78.8,8.1,58,25,7
Ukraine,Kyiv,50.43,30.52,2024-05-16,58.3,5.6,51,75,3
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-05-16,96.8,8.1,33,0,8
United Kingdom,London,51.52,-0.11,2024-05-16,59,6.9,77,50,3
United States of America,Washington Park,46.6,-120.49,2024-05-16,60.1,23,55,0,4
Uruguay,Montevideo,-34.86,-56.17,2024-05-16,53.6,5.6,71,0,5
Uzbekistan,Tashkent,41.32,69.25,2024-05-16,73.4,13.6,65,0,6
Vanuatu,Port Vila,-17.73,168.32,2024-05-17,73.4,4.3,89,75,1
Venezuela,Caracas,10.5,-66.92,2024-05-16,87.8,4.3,66,25,7
Vietnam,Hanoi,21.03,105.85,2024-05-16,78.8,5.6,84,0,1
Yemen,Sanaa,15.35,44.21,2024-05-16,79.2,9.6,29,72,6
Zambia,Lusaka,-15.42,28.28,2024-05-16,75.5,9.6,30,19,7
Zimbabwe,Harare,-17.82,31.04,2024-05-16,73.3,7.6,26,5,7
Afghanistan,Kabul,34.52,69.18,2024-05-17,58.9,3.4,75,77,1
Albania,Tirana,41.33,19.82,2024-05-17,77,4.3,61,0,6
Algeria,Algiers,36.76,3.05,2024-05-17,77,9.4,30,0,6
Andorra,Andorra La Vella,42.5,1.52,2024-05-17,49.4,6.7,57,80,2
Angola,Luanda,-8.84,13.23,2024-05-17,84.2,15,75,0,8
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-05-17,87.8,12.5,66,50,6
Argentina,Buenos Aires,-34.59,-58.67,2024-05-17,55.4,6.9,67,25,4
Armenia,Yerevan,40.18,44.51,2024-05-17,62.6,6.9,25,62,4
Australia,Canberra,-35.28,149.22,2024-05-18,44.6,5.6,66,100,1
Austria,Vienna,48.2,16.37,2024-05-17,57.2,4.3,88,75,3
Azerbaijan,Baku,40.4,49.88,2024-05-17,57.2,18.6,72,25,1
Bahamas,Nassau,25.08,-77.35,2024-05-17,89.6,9.4,67,50,7
Bahrain,Manama,26.24,50.58,2024-05-17,89.6,9.4,71,0,1
Bangladesh,Dhaka,23.72,90.41,2024-05-17,89.6,15,62,6,1
Barbados,Bridgetown,13.1,-59.62,2024-05-17,87.8,21.7,75,75,6
Belarus,Minsk,53.9,27.57,2024-05-17,71.6,11.9,41,0,5
Belgium,Brussels,50.83,4.33,2024-05-17,57.2,8.1,88,100,3
Belize,Belmopan,17.25,-88.77,2024-05-17,89.6,5.6,80,25,9
Benin,Porto-Novo,6.48,2.62,2024-05-17,89.6,9.4,71,25,7
Bhutan,Thimphu,27.48,89.6,2024-05-17,51,2.7,93,71,1
Bolivia,Sucre,-19.04,-65.26,2024-05-17,66,8.1,50,7,6
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-05-17,77,13.6,36,0,4
Botswana,Gaborone,-24.65,25.91,2024-05-17,86,2.2,21,0,1
Brazil,Bras,-2.08,-58.17,2024-05-17,85.2,3.6,79,88,7
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-05-18,80.6,5.6,100,75,1
Bulgaria,Sofia,42.68,23.32,2024-05-17,62.6,9.4,63,25,4
Burkina Faso,Ouagadougou,12.37,-1.52,2024-05-17,102,2.7,26,28,9
Burundi,Bujumbura,-3.38,29.36,2024-05-17,65.4,23,84,50,1
Madagascar,Ivory,-24.37,46.45,2024-05-17,74.7,3.4,57,5,1
Cape Verde,Praia,14.93,-23.51,2024-05-17,82.4,15,48,25,6
Cambodia,Phnom Penh,11.55,104.92,2024-05-17,86,2.2,79,50,1
Cameroon,Yaounde,3.87,11.52,2024-05-17,89.6,2.2,56,75,5
Canada,Ottawa,45.42,-75.7,2024-05-17,68,5.6,78,75,6
Central African Republic,Bangui,4.37,18.58,2024-05-17,93.2,4.3,56,50,6
Chad,N'djamena,12.11,15.05,2024-05-17,107.6,13.6,5,0,10
Chile,Santiago,-33.45,-70.67,2024-05-17,48.2,3.8,57,25,4
China,Beijing,39.93,116.39,2024-05-18,75.2,11.9,50,0,1
Bulgaria,Bogot,43.32,24.7,2024-05-17,62,9.6,76,65,4
Comoros,Moroni,-11.7,43.24,2024-05-17,78,14.1,82,5,1
Congo,Brazzaville,-4.26,15.28,2024-05-17,89.6,2.2,59,25,8
Costa Rica,San Juan,9.97,-84.08,2024-05-17,78.8,3.8,65,75,6
Croatia,Zagreb,45.8,16,2024-05-17,73.4,16.1,41,0,5
Cuba,Havana,23.13,-82.36,2024-05-17,87.8,11.9,59,50,7
Cyprus,Nicosia,35.17,33.37,2024-05-17,75.2,15,69,0,6
Czech Republic,Prague,50.08,14.47,2024-05-17,55.4,11.9,94,75,3
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-05-17,89.6,2.2,59,25,8
Denmark,Copenhagen,55.67,12.58,2024-05-17,66.2,16.1,37,0,5
Djibouti,Djibouti,11.6,43.15,2024-05-17,88,9.6,76,9,1
Dominica,Roseau,15.3,-61.4,2024-05-17,87.8,5.6,66,25,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-05-17,89.6,4.3,67,25,8
Ecuador,Quito,-0.22,-78.5,2024-05-17,66,4.7,55,84,5
Egypt,Cairo,30.05,31.25,2024-05-17,93.2,15,20,0,1
El Salvador,San Salvador,13.71,-89.2,2024-05-17,78.8,3.8,84,25,6
Equatorial Guinea,Malabo,3.75,8.78,2024-05-17,87.8,8.1,84,50,7
Eritrea,Asmara,15.33,38.93,2024-05-17,67.7,6.9,60,5,1
Estonia,Tallinn,59.43,24.73,2024-05-17,69.8,6.9,43,0,4
Swaziland,Mbabane,-26.32,31.13,2024-05-17,62.5,2.2,44,0,1
Ethiopia,Addis Ababa,9.03,38.7,2024-05-17,75.2,13.6,41,75,1
Fiji Islands,Suva,-18.13,178.42,2024-05-18,77,2.2,100,75,1
Finland,Helsinki,60.18,24.93,2024-05-17,68,10.5,40,0,4
France,Paris,48.87,2.33,2024-05-17,64.4,2.2,56,62,4
Gabon,Libreville,0.38,9.45,2024-05-17,86,9.4,79,50,6
Gambia,Banjul,13.45,-16.58,2024-05-17,91.4,10.5,49,0,6
Georgia,Tbilisi,41.73,44.79,2024-05-17,59,24.2,48,0,4
Germany,Berlin,52.52,13.4,2024-05-17,75.2,17.4,27,0,5
Ghana,Accra,5.55,-0.22,2024-05-17,86,10.5,70,25,6
Greece,Athens,37.98,23.72,2024-05-17,68,2.2,60,75,6
Grenada,Saint George's,12.05,-61.75,2024-05-17,87.8,16.1,75,25,6
Guatemala,Guatemala City,14.62,-90.53,2024-05-17,77,9.4,61,75,5
Guinea,Conakry,9.51,-13.71,2024-05-17,84.2,11.9,70,75,7
Guinea-Bissau,Bissau,11.85,-15.58,2024-05-17,95,11.9,47,0,8
Guyana,Georgetown,6.8,-58.17,2024-05-17,80.6,6.9,94,75,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-05-17,89.6,13.6,63,25,7
Vatican City,Vatican City,41.9,12.45,2024-05-17,73.4,6.9,38,0,6
Honduras,Tegucigalpa,14.1,-87.22,2024-05-17,80.6,5.6,66,50,6
Hungary,Budapest,47.5,19.08,2024-05-17,59,8.1,82,75,3
Iceland,Grindavik,63.83,-22.43,2024-05-17,42.8,20.6,65,75,3
India,New Delhi,28.6,77.2,2024-05-17,96.8,2.2,21,0,1
Indonesia,Jakarta,-6.21,106.85,2024-05-17,82.4,2.2,74,25,1
Iran,Tehran,35.73,51.33,2024-05-17,75.2,9.4,24,37,6
Iraq,Baghdad,33.34,44.39,2024-05-17,91.4,11.9,14,0,1
Ireland,Dublin,53.33,-6.25,2024-05-17,62.6,5.6,77,75,3
Israel,Jerusalem,31.78,35.23,2024-05-17,77,11.9,54,0,6
Italy,Rome,41.9,12.48,2024-05-17,73.4,6.9,38,0,6
Jamaica,Norman Gardens,17.97,-76.75,2024-05-17,89.6,18.6,67,25,8
Japan,Tokyo,35.69,139.69,2024-05-18,64.4,2.5,77,0,1
Jordan,Amman,31.95,35.93,2024-05-17,80.6,13.6,39,0,6
Kazakhstan,Astana,51.18,71.43,2024-05-17,60.8,6.9,82,37,4
Kenya,Nairobi,-1.28,36.82,2024-05-17,71.6,9.4,78,75,1
Kiribati,Tarawa,-0.88,169.53,2024-05-18,84.5,9.8,75,74,1
Kuwait,Kuwait City,29.37,47.96,2024-05-17,94.6,2.2,21,0,1
Kyrghyzstan,Bishkek,42.87,74.6,2024-05-17,61.6,4,74,13,1
Indonesia,Laos,-8.18,114.32,2024-05-17,68.7,3.4,96,76,1
Latvia,Riga,56.95,24.1,2024-05-17,68,11.9,46,0,4
Lebanon,Beirut,33.87,35.51,2024-05-17,73.4,5.6,69,0,6
Lesotho,Maseru,-29.32,27.48,2024-05-17,61.6,5.8,33,3,1
Liberia,Monrovia,6.31,-10.8,2024-05-17,87.8,8.1,75,50,7
Thailand,Nan,18.78,100.78,2024-05-17,80.4,2.2,83,72,1
Liechtenstein,Vaduz,47.13,9.52,2024-05-17,60.8,9.4,63,25,3
Lithuania,Vilnius,54.68,25.32,2024-05-17,71.6,6.9,38,0,5
Luxembourg,Luxembourg,49.61,6.13,2024-05-17,53.6,16.1,94,75,3
Madagascar,Antananarivo,-18.92,47.52,2024-05-17,66.2,6.9,78,75,1
Malawi,Lilongwe,-13.98,33.78,2024-05-17,73.4,8.1,50,0,1
Malaysia,Kuala Lumpur,3.17,101.7,2024-05-18,80.6,2.2,89,25,1
Maldives,Felidhoo,3.48,73.53,2024-05-17,85.2,20.4,77,76,1
Mali,Bamako,12.65,-8,2024-05-17,93.2,2.2,44,25,8
Malta,Valletta,35.9,14.51,2024-05-17,86,4.3,31,0,6
Marshall Islands,Majuro,7.1,171.38,2024-05-18,80.6,5.6,89,100,1
Mauritania,Nouakchott,18.09,-15.98,2024-05-17,71.5,16.8,67,0,6
Mauritius,Port Louis,-20.16,57.5,2024-05-17,75.2,16.1,61,50,1
Mexico,Mexico City,19.43,-99.13,2024-05-17,73.4,4.3,44,0,6
Micronesia,Palikir,6.92,158.15,2024-05-18,78.8,4.3,94,100,1
Iran,Chi Chi Khvar,36.26,46.59,2024-05-17,55.2,13.9,38,0,4
Monaco,Monaco,43.73,7.42,2024-05-17,68,11.9,73,25,5
Mongolia,Ulaanbaatar,47.92,106.92,2024-05-18,48.2,6.9,50,50,1
Montenegro,Podgorica,42.44,19.26,2024-05-17,73.4,4.3,78,25,5
Mozambique,Maputo,-25.97,32.59,2024-05-17,80.6,5.6,58,0,1
Myanmar,Pathein,16.78,94.73,2024-05-17,85.3,6.9,76,10,1
Namibia,Windhoek,-22.57,17.08,2024-05-17,77,9.4,19,0,6
Turkey,Yaren,39.55,27.62,2024-05-17,82.4,5.6,37,0,5
Nepal,Kathmandu,27.72,85.32,2024-05-17,77,3.8,44,75,1
Netherlands,Amsterdam,52.37,4.89,2024-05-17,60.8,12.5,88,50,4
New Zealand,Wellington,-41.3,174.78,2024-05-18,55.4,28.6,67,75,1
Nicaragua,Managua,12.15,-86.27,2024-05-17,86,4.3,84,50,6
Niger,Niamey,13.52,2.12,2024-05-17,104,12.5,19,0,10
Nigeria,Abuja,9.18,7.18,2024-05-17,86.4,2.9,56,7,8
North Korea,Pyongyang,39.02,125.75,2024-05-18,57,6.3,83,0,1
Macedonia,Skopje,42,21.43,2024-05-17,69.8,2.2,64,50,5
Norway,Oslo,59.92,10.75,2024-05-17,71.6,6.9,23,0,5
Oman,Muscat,23.61,58.59,2024-05-17,95,3.8,37,0,1
Pakistan,Islamabad,33.7,73.17,2024-05-17,88.4,6.9,25,11,1
Palau,Meyungs,7.35,134.45,2024-05-18,80.6,2.2,89,75,1
Bolivia,National,-11.18,-67.08,2024-05-17,91.2,4,44,12,9
Panama,Panama City,8.97,-79.53,2024-05-17,86,3.8,75,37,6
Papua New Guinea,Port Moresby,-9.46,147.19,2024-05-18,77,2.2,100,50,1
Paraguay,Pasto,-19.45,-61.15,2024-05-17,72.9,6.5,55,100,6
Peru,Lima,-12.05,-77.05,2024-05-17,67.3,8.1,81,36,6
Philippines,Manila,14.6,120.98,2024-05-18,82.4,4.3,74,75,1
Poland,Warsaw,52.25,21,2024-05-17,71.6,18.6,29,0,5
Portugal,Lisbon,38.72,-9.13,2024-05-17,66.2,15,52,50,5
Qatar,Doha,25.29,51.53,2024-05-17,95,6.9,35,0,1
Romania,Bucharest,44.43,26.1,2024-05-17,64.4,8.1,52,50,4
Russia,Moscow,55.75,37.62,2024-05-17,68,13.6,37,0,5
Rwanda,Kigali,-1.95,30.06,2024-05-17,77,4.3,61,50,1
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024-05-17,87.8,15,79,37,6
Saint Lucia,Castries,14,-61,2024-05-17,87.8,23,79,37,7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024-05-17,87.8,21.7,75,50,6
Samoa,Apia,-13.83,-171.73,2024-05-18,77,5.6,94,75,1
San Marino,San Marino,43.93,12.45,2024-05-17,69.8,9.4,56,50,6
Belgium,'S Gravenstaffel,50.88,2.98,2024-05-17,60.8,8.1,68,75,4
Saudi Arabia,Riyadh,24.64,46.77,2024-05-17,93.2,11.9,12,0,1
Senegal,Dakar,14.67,-17.44,2024-05-17,78.8,9.4,70,0,6
Serbia,Belgrade,44.8,20.47,2024-05-17,68,16.1,56,0,4
Sierra Leone,Freetown,8.49,-13.23,2024-05-17,75.2,2.2,89,75,6
Singapore,Singapore,1.29,103.86,2024-05-18,82.4,2.2,89,75,1
Slovakia,Bratislava,48.15,17.12,2024-05-17,55.4,9.4,94,75,3
Slovenia,Ljubljana,46.06,14.51,2024-05-17,62.6,10.5,55,25,5
Solomon Islands,Honiara,-9.43,159.95,2024-05-18,78.3,4.5,86,32,1
Somalia,Mogadishu,2.07,45.37,2024-05-17,84.2,11.9,89,25,1
South Africa,Pretoria,-25.75,28.19,2024-05-17,75.2,4.3,22,0,1
South Korea,Seoul,37.57,127,2024-05-18,60.8,2.5,82,0,1
Sudan,Juba,12.15,24.45,2024-05-17,100.2,7.2,8,5,9
Spain,Madrid,40.4,-3.68,2024-05-17,66.2,8.1,40,50,4
Sri Lanka,Colombo,6.93,79.85,2024-05-17,78.8,3.8,94,25,1
Sudan,Khartoum,15.59,32.53,2024-05-17,103.7,9.2,6,3,9
Suriname,Paramaribo,5.83,-55.17,2024-05-17,79.7,12.8,90,53,6
Sweden,Stockholm,59.33,18.05,2024-05-17,68,10.5,32,0,5
Switzerland,Bern,46.92,7.47,2024-05-17,60.8,6.9,55,50,4
Syria,Damascus,33.5,36.3,2024-05-17,86,11.9,19,50,7
Tajikistan,Dushanbe,38.56,68.77,2024-05-17,77,6.9,54,25,1
Tanzania,Dodoma,-6.18,35.75,2024-05-17,73.4,6.3,48,11,1
Timor-Leste,Dili,-8.56,125.57,2024-05-18,76.9,5.4,74,14,1
Bulgaria,Lom,43.81,23.24,2024-05-17,60.8,17.4,63,75,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-05-18,73.4,2.2,100,25,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-05-17,80.6,6.9,94,50,7
Tunisia,Tunis,36.8,10.18,2024-05-17,80.6,6.9,37,25,6
Turkey,Ankara,39.93,32.86,2024-05-17,75.2,8.1,39,50,4
Turkmenistan,Ashgabat,37.95,58.38,2024-05-17,69.8,4.3,73,75,1
Tuvalu,Funafuti,-8.52,179.22,2024-05-18,82.4,2.2,89,75,1
Uganda,Kampala,0.32,32.57,2024-05-17,77,8.1,74,25,1
Ukraine,Kyiv,50.43,30.52,2024-05-17,61.5,7.2,59,46,5
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-05-17,91.4,6.9,44,0,1
United Kingdom,London,51.52,-0.11,2024-05-17,69.8,3.8,43,0,4
United States of America,Washington Park,46.6,-120.49,2024-05-17,55.9,6.9,31,0,4
Uruguay,Montevideo,-34.86,-56.17,2024-05-17,57.2,9.4,67,50,5
Uzbekistan,Tashkent,41.32,69.25,2024-05-17,78.8,2.2,58,62,1
Vanuatu,Port Vila,-17.73,168.32,2024-05-18,76.2,13.6,86,95,1
Venezuela,Caracas,10.5,-66.92,2024-05-17,86,5.6,79,50,6
Vietnam,Hanoi,21.03,105.85,2024-05-17,80.6,10.5,84,75,1
Yemen,Sanaa,15.35,44.21,2024-05-17,76.7,15.7,30,32,1
Zambia,Lusaka,-15.42,28.28,2024-05-17,69.7,5.8,41,11,1
Zimbabwe,Harare,-17.82,31.04,2024-05-17,68.7,4.5,38,7,1
Afghanistan,Kabul,34.52,69.18,2024-05-18,67.1,2.2,46,15,1
Albania,Tirana,41.33,19.82,2024-05-18,80.6,10.5,51,0,5
Algeria,Algiers,36.76,3.05,2024-05-18,75.2,9.4,57,50,5
Andorra,Andorra La Vella,42.5,1.52,2024-05-18,55.3,10.5,42,72,3
Angola,Luanda,-8.84,13.23,2024-05-18,86,11.9,66,25,8
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-05-18,87.8,10.5,71,50,6
Argentina,Buenos Aires,-34.59,-58.67,2024-05-18,50,8.1,82,0,3
Armenia,Yerevan,40.18,44.51,2024-05-18,69.8,5.6,17,0,5
Austria,Vienna,48.2,16.37,2024-05-18,69.8,13.6,60,50,5
Azerbaijan,Baku,40.4,49.88,2024-05-18,60.8,6.9,59,25,5
Bahamas,Nassau,25.08,-77.35,2024-05-18,87.8,10.5,59,0,7
Bahrain,Manama,26.24,50.58,2024-05-18,87.8,21.7,41,0,7
Bangladesh,Dhaka,23.72,90.41,2024-05-18,87.4,12.3,67,11,1
Barbados,Bridgetown,13.1,-59.62,2024-05-18,91.4,23,59,50,1
Belarus,Minsk,53.9,27.57,2024-05-18,69.8,9.4,49,62,4
Belgium,Brussels,50.83,4.33,2024-05-18,64.4,5.6,73,50,4
Belize,Belmopan,17.25,-88.77,2024-05-18,87.8,6.9,84,50,8
Benin,Porto-Novo,6.48,2.62,2024-05-18,87.8,6.9,71,25,7
Bhutan,Thimphu,27.48,89.6,2024-05-18,49.8,3.6,93,78,1
Bolivia,Sucre,-19.04,-65.26,2024-05-18,56,5.8,78,82,4
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-05-18,77,4.3,36,25,6
Botswana,Gaborone,-24.65,25.91,2024-05-18,83.7,2.2,13,0,8
Brazil,Bras,-2.08,-58.17,2024-05-18,83.6,4.5,81,80,7
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-05-18,80.6,2.2,94,25,1
Bulgaria,Sofia,42.68,23.32,2024-05-18,75.2,2.2,44,0,6
Burkina Faso,Ouagadougou,12.37,-1.52,2024-05-18,105.3,3.4,22,16,10
Burundi,Bujumbura,-3.38,29.36,2024-05-18,86,6.9,59,25,7
Madagascar,Ivory,-24.37,46.45,2024-05-18,79.4,12.1,56,84,7
Cape Verde,Praia,14.93,-23.51,2024-05-18,80.6,25.5,54,25,6
Cambodia,Phnom Penh,11.55,104.92,2024-05-18,87.8,2.2,75,50,1
Cameroon,Yaounde,3.87,11.52,2024-05-18,87.8,2.2,59,75,6
Canada,Ottawa,45.42,-75.7,2024-05-18,64.4,5.6,88,75,4
Central African Republic,Bangui,4.37,18.58,2024-05-18,93.2,4.3,56,75,8
Chad,N'djamena,12.11,15.05,2024-05-18,109.4,6.9,6,0,10
Chile,Santiago,-33.45,-70.67,2024-05-18,41,2.2,75,50,5
China,Beijing,39.93,116.39,2024-05-18,75.2,11.9,65,0,1
Bulgaria,Bogot,43.32,24.7,2024-05-18,72.7,4.3,61,25,6
Comoros,Moroni,-11.7,43.24,2024-05-18,79.4,18.3,84,89,7
Congo,Brazzaville,-4.26,15.28,2024-05-18,93.2,9.4,47,0,10
Costa Rica,San Juan,9.97,-84.08,2024-05-18,77,11.9,65,25,6
Croatia,Zagreb,45.8,16,2024-05-18,78.8,5.6,37,0,7
Cuba,Havana,23.13,-82.36,2024-05-18,86,9.4,70,50,1
Cyprus,Nicosia,35.17,33.37,2024-05-18,82.4,19.2,58,0,7
Czech Republic,Prague,50.08,14.47,2024-05-18,60.8,12.5,72,75,4
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-05-18,93.2,9.4,47,0,10
Denmark,Copenhagen,55.67,12.58,2024-05-18,68,12.5,40,0,5
Djibouti,Djibouti,11.6,43.15,2024-05-18,95,12.5,50,25,8
Dominica,Roseau,15.3,-61.4,2024-05-18,93.2,3.8,41,25,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-05-18,84.2,5.6,79,50,7
Ecuador,Quito,-0.22,-78.5,2024-05-18,56.5,3.6,81,22,5
Egypt,Cairo,30.05,31.25,2024-05-18,100.4,9.4,14,0,10
El Salvador,San Salvador,13.71,-89.2,2024-05-18,80.6,2.5,70,25,7
Equatorial Guinea,Malabo,3.75,8.78,2024-05-18,86,5.6,84,50,6
Eritrea,Asmara,15.33,38.93,2024-05-18,73.7,11.6,48,4,6
Estonia,Tallinn,59.43,24.73,2024-05-18,71.6,12.5,27,0,5
Swaziland,Mbabane,-26.32,31.13,2024-05-18,67.4,9.4,59,30,6
Ethiopia,Addis Ababa,9.03,38.7,2024-05-18,75.2,11.9,47,75,5
Fiji Islands,Suva,-18.13,178.42,2024-05-19,77,2.2,94,50,1
Finland,Helsinki,60.18,24.93,2024-05-18,68,8.1,26,0,5
France,Paris,48.87,2.33,2024-05-18,66.2,12.5,64,75,4
Gabon,Libreville,0.38,9.45,2024-05-18,84.2,5.6,84,75,6
Gambia,Banjul,13.45,-16.58,2024-05-18,95,4.3,27,0,7
Georgia,Tbilisi,41.73,44.79,2024-05-18,66.2,18.6,32,25,5
Germany,Berlin,52.52,13.4,2024-05-18,66.2,9.4,56,25,5
Ghana,Accra,5.55,-0.22,2024-05-18,89.6,10.5,67,25,7
Greece,Athens,37.98,23.72,2024-05-18,71.6,2.2,61,0,5
Grenada,Saint George's,12.05,-61.75,2024-05-18,89.6,16.1,67,25,6
Guatemala,Guatemala City,14.62,-90.53,2024-05-18,75.2,2.2,69,50,6
Guinea,Conakry,9.51,-13.71,2024-05-18,89.6,9.4,67,25,7
Guinea-Bissau,Bissau,11.85,-15.58,2024-05-18,100.4,2.2,31,0,8
Guyana,Georgetown,6.8,-58.17,2024-05-18,86,9.4,75,50,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-05-18,87.8,12.5,63,25,8
Vatican City,Vatican City,41.9,12.45,2024-05-18,77,6.9,44,0,7
Honduras,Tegucigalpa,14.1,-87.22,2024-05-18,78.8,2.2,70,50,6
Hungary,Budapest,47.5,19.08,2024-05-18,71.6,5.6,50,50,6
Iceland,Grindavik,63.83,-22.43,2024-05-18,46.4,11.9,53,50,2
India,New Delhi,28.6,77.2,2024-05-18,105.8,6.9,15,0,1
Indonesia,Jakarta,-6.21,106.85,2024-05-18,82.4,6.9,74,25,1
Iran,Tehran,35.73,51.33,2024-05-18,73.4,18.6,20,50,6
Iraq,Baghdad,33.34,44.39,2024-05-18,95,11.9,17,50,8
Ireland,Dublin,53.33,-6.25,2024-05-18,60.8,10.5,77,75,4
Israel,Jerusalem,31.78,35.23,2024-05-18,87.8,6.9,24,0,7
Italy,Rome,41.9,12.48,2024-05-18,77,6.9,44,0,7
Jamaica,Norman Gardens,17.97,-76.75,2024-05-18,89.6,16.1,71,25,8
Japan,Tokyo,35.69,139.69,2024-05-18,68,6.9,78,0,1
Jordan,Amman,31.95,35.93,2024-05-18,86,12.5,22,0,7
Kazakhstan,Astana,51.18,71.43,2024-05-18,69.8,11.9,60,37,6
Kenya,Nairobi,-1.28,36.82,2024-05-18,78.8,9.4,48,75,6
Kiribati,Tarawa,-0.88,169.53,2024-05-19,84.6,12.5,75,61,1
Kuwait,Kuwait City,29.37,47.96,2024-05-18,97,12.5,12,0,8
Kyrghyzstan,Bishkek,42.87,74.6,2024-05-18,59,4.7,82,83,3
Indonesia,Laos,-8.18,114.32,2024-05-18,68.5,4.5,93,82,1
Latvia,Riga,56.95,24.1,2024-05-18,73.4,8.1,47,0,6
Lebanon,Beirut,33.87,35.51,2024-05-18,77,6.9,65,0,6
Lesotho,Maseru,-29.32,27.48,2024-05-18,71.7,12.1,21,3,7
Liberia,Monrovia,6.31,-10.8,2024-05-18,89.6,11.9,67,75,6
Thailand,Nan,18.78,100.78,2024-05-18,89.6,3.8,67,25,1
Liechtenstein,Vaduz,47.13,9.52,2024-05-18,68,2.2,53,25,3
